seg_id,xs,ys,zs,ds,as,xe,ye,ze,de,ae,segment,length
238,90.87,-31.67,-14.43,0.5,19.7603,99.68,-35.07,-17.73,0.5,29.7636,basal3_011121,10.0033044540292
239,99.68,-35.07,-17.73,0.5,29.7636,103.99,-35.99,-22.83,0.5,36.504,basal3_011121,6.74036349168202
240,103.99,-35.99,-22.83,0.5,36.504,107.24,-37.19,-22.83,0.5,39.9685,basal3_011121,3.464462440264
241,107.24,-37.19,-22.83,0.5,0,112.72,-37.33,-23.97,0.5,5.59907,basal3_0111211,5.59907135157251
242,112.72,-37.33,-23.97,0.5,5.59907,118.68,-37.58,-28.77,0.5,13.2557,basal3_0111211,7.65663764324786
243,118.68,-37.58,-28.77,0.5,13.2557,125.61,-38.03,-31.71,0.5,20.797,basal3_0111211,7.54128636241854
244,125.61,-38.03,-31.71,0.5,20.797,136.84,-39.39,-34.35,0.5,32.413,basal3_0111211,11.6160277203526
245,136.84,-39.39,-34.35,0.5,32.413,141.61,-35.81,-37.35,0.5,39.089,basal3_0111211,6.67602426598347
246,107.24,-37.19,-22.83,0.5,0,111.75,-44.28,-35.31,0.5,15.0452,basal3_0111212,15.0452185095465
247,111.75,-44.28,-35.31,0.5,15.0452,118.59,-49.82,-35.19,0.5,23.8481,basal3_0111212,8.80293132996049
248,118.59,-49.82,-35.19,0.5,23.8481,126.58,-61.75,-22.35,0.5,43.1103,basal3_0111212,19.2621546043011
249,126.58,-61.75,-22.35,0.5,43.1103,132.38,-72.18,-17.37,0.5,56.0419,basal3_0111212,12.931562163946
250,132.38,-72.18,-17.37,0.5,56.0419,136.72,-77.7,-17.73,0.5,63.0729,basal3_0111212,7.03104544146886
251,88.52,-28.61,4.95,0.5,0,97.31,-32.01,-37.29,0.5,43.2787,basal3_011122,43.2786517812189
252,97.31,-32.01,-37.29,0.5,0,107.33,-32.1,-35.73,0.5,10.1411,basal3_0111221,10.1411094067661
253,107.33,-32.1,-35.73,0.5,10.1411,114.08,-30.98,-29.43,0.5,19.442,basal3_0111221,9.30090855777004
254,114.08,-30.98,-29.43,0.5,19.442,118.64,-28.37,-27.81,0.5,24.9402,basal3_0111221,5.49819061146483
255,118.64,-28.37,-27.81,0.5,24.9402,129.23,-28.06,-23.49,0.5,36.3816,basal3_0111221,11.4414422167837
256,129.23,-28.06,-23.49,0.5,36.3816,134.07,-26.53,-21.09,0.5,41.9965,basal3_0111221,5.61484639148748
257,134.07,-26.53,-21.09,0.5,41.9965,143.07,-28.96,-16.29,0.5,52.482,basal3_0111221,10.4854613632401
258,143.07,-28.96,-16.29,0.5,52.482,148.88,-32.24,-16.29,0.5,59.1539,basal3_0111221,6.67191876449347
259,58.48,-18.34,-0.24,1,0,64.59,-24.49,-4.89,0.5,9.83753,basal3_0112,9.83753526041966
260,64.59,-24.49,-4.89,0.5,9.83753,67.69,-32.54,-10.5,0.5,20.1276,basal3_0112,10.2900242954038
261,67.69,-32.54,-10.5,0.5,20.1276,74.62,-34.3,-12,0.5,27.4332,basal3_0112,7.30564849962001
262,74.62,-34.3,-12,0.5,27.4332,80.62,-37.59,-13.95,0.5,34.5484,basal3_0112,7.11523717102951
263,80.62,-37.59,-13.95,0.5,34.5484,88.23,-44.83,-12.54,0.5,45.1465,basal3_0112,10.5980092470237
264,88.23,-44.83,-12.54,0.5,45.1465,93.2,-46.66,-13.62,0.5,50.5517,basal3_0112,5.40520119884542
265,93.2,-46.66,-13.62,0.5,50.5517,97.75,-50.5,-16.17,0.5,57.0286,basal3_0112,6.47692828430268
266,97.75,-50.5,-16.17,0.5,57.0286,103.24,-53.31,-18.33,0.5,63.5632,basal3_0112,6.53466142963811
267,103.24,-53.31,-18.33,0.5,63.5632,107.25,-55.67,-21.15,0.5,69.004,basal3_0112,5.44078119390957
268,16.14,-17.83,-3.99,1.5,0,19.79,-24.22,-11.58,1,10.5718,basal3_012,10.5717879282551
269,19.79,-24.22,-11.58,1,10.5718,20.75,-32.48,-13.47,1,19.0995,basal3_012,8.52767846485783
270,20.75,-32.48,-13.47,1,19.0995,31.18,-34.31,-14.94,0.5,29.7903,basal3_012,10.6908699365393
271,31.18,-34.31,-14.94,0.5,29.7903,36.06,-36.78,-14.94,0.5,35.2598,basal3_012,5.46948809304856
272,36.06,-36.78,-14.94,0.5,0,39.66,-39.18,-12.18,0.5,5.13202,basal3_0121,5.13201714728234
273,39.66,-39.18,-12.18,0.5,5.13202,47.45,-40.33,-10.29,0.5,13.2301,basal3_0121,8.09806767074715
274,47.45,-40.33,-10.29,0.5,13.2301,56.55,-42.26,-9.54,0.5,22.5627,basal3_0121,9.33259878061839
275,56.55,-42.26,-9.54,0.5,22.5627,66.03,-44.79,-11.76,0.5,32.6225,basal3_0121,10.0598061611544
276,66.03,-44.79,-11.76,0.5,32.6225,73.94,-50.05,-11.85,0.5,42.1222,basal3_0121,9.49967367860601
277,73.94,-50.05,-11.85,0.5,0,81.99,-52.27,-48.81,0.5,37.8916,basal3_01211,37.8915887764026
278,81.99,-52.27,-48.81,0.5,37.8916,91.43,-57.34,-49.35,0.5,48.6205,basal3_01211,10.7289375056433
279,91.43,-57.34,-49.35,0.5,48.6205,99.4,-64.66,-54.09,0.5,60.4345,basal3_01211,11.8140128660841
280,99.4,-64.66,-54.09,0.5,60.4345,107.3,-69.92,-56.37,0.5,70.1955,basal3_01211,9.76094257743584
281,107.3,-69.92,-56.37,0.5,70.1955,113.35,-76.83,-57.81,0.5,79.4919,basal3_01211,9.29646169249354
282,113.35,-76.83,-57.81,0.5,79.4919,122.73,-79.84,-61.83,0.5,90.1317,basal3_01211,10.639779133046
283,122.73,-79.84,-61.83,0.5,90.1317,130.47,-83.53,-56.25,0.5,100.362,basal3_01211,10.2303519001059
284,130.47,-83.53,-56.25,0.5,100.362,146.4,-86.41,-54.69,0.5,116.625,basal3_01211,16.2632376850368
285,73.94,-50.05,-11.85,0.5,0,77.93,-59.59,-46.17,0.5,35.844,basal3_01212,35.8440246066203
286,77.93,-59.59,-46.17,0.5,35.844,83.66,-67.96,-43.71,0.5,46.2815,basal3_01212,10.4374997005988
287,83.66,-67.96,-43.71,0.5,46.2815,86.66,-72.69,-49.11,0.5,54.0618,basal3_01212,7.78028919770981
288,86.66,-72.69,-49.11,0.5,54.0618,92.47,-83.12,-44.79,0.5,66.7584,basal3_01212,12.696590093407
289,92.47,-83.12,-44.79,0.5,66.7584,98.18,-86.89,-40.47,0.5,74.8503,basal3_01212,8.09193425578829
290,98.18,-86.89,-40.47,0.5,74.8503,104.92,-92.92,-36.21,0.5,84.8471,basal3_01212,9.99680448943561
291,104.92,-92.92,-36.21,0.5,84.8471,111.24,-100.91,-37.41,0.5,95.1049,basal3_01212,10.2578019087912
292,111.24,-100.91,-37.41,0.5,95.1049,114.93,-104.77,-39.21,0.5,100.74,basal3_01212,5.63521960530378
293,114.93,-104.77,-39.21,0.5,100.74,122.32,-124.23,-42.69,0.5,121.845,basal3_01212,21.1048359387132
294,36.06,-36.78,-14.94,0.5,0,34.7,-43.61,-12.16,0.5,7.49846,basal3_0122,7.49845984186086
295,34.7,-43.61,-12.16,0.5,7.49846,33.87,-46.9,-13.05,0.5,11.0063,basal3_0122,3.50786259708102
296,33.87,-46.9,-13.05,0.5,11.0063,33.54,-51.41,-15.21,0.5,16.0178,basal3_0122,5.01144689685524
297,33.54,-51.41,-15.21,0.5,16.0178,33.23,-56.43,-18.3,0.5,21.9207,basal3_0122,5.90293147512319
298,33.23,-56.43,-18.3,0.5,21.9207,39.38,-64.22,-18.75,0.5,31.8559,basal3_0122,9.9352453417115
299,39.38,-64.22,-18.75,0.5,31.8559,44.04,-71.06,-18.84,0.5,40.133,basal3_0122,8.27703449310198
300,44.04,-71.06,-18.84,0.5,40.133,49.02,-73.39,-18.06,0.5,45.6862,basal3_0122,5.55317026571309
301,49.02,-73.39,-18.06,0.5,45.6862,58.93,-76.04,-19.83,0.5,56.0959,basal3_0122,10.4097790562528
302,58.93,-76.04,-19.83,0.5,56.0959,66.06,-83.8,-18.75,0.5,66.6894,basal3_0122,10.5934366472831
303,66.06,-83.8,-18.75,0.5,66.6894,75.02,-87.49,-18.39,0.5,76.3861,basal3_0122,9.69676750262684
304,75.02,-87.49,-18.39,0.5,76.3861,79.59,-91.83,-18.18,0.5,82.6921,basal3_0122,6.30591785547513
305,79.59,-91.83,-18.18,0.5,82.6921,86.06,-94.61,-17.82,0.5,89.7432,basal3_0122,7.05116302463643
306,86.06,-94.61,-17.82,0.5,89.7432,94.07,-99.33,-17.82,0.5,99.0404,basal3_0122,9.29723077050365
307,94.07,-99.33,-17.82,0.5,99.0404,100.11,-103.62,-17.34,0.5,106.464,basal3_0122,7.42402182108863
308,100.11,-103.62,-17.34,0.5,106.464,105.2,-108.95,-18.42,0.5,113.913,basal3_0122,7.44871801050355
309,105.2,-108.95,-18.42,0.5,113.913,109.33,-114.81,-18.78,0.5,121.091,basal3_0122,7.17816829003054
310,109.33,-114.81,-18.78,0.5,121.091,114.44,-120.63,-17.85,0.5,128.892,basal3_0122,7.80060254082977
311,114.44,-120.63,-17.85,0.5,128.892,116.78,-131.56,-18.63,0.5,140.097,basal3_0122,11.2048605524567
312,116.78,-131.56,-18.63,0.5,140.097,119.89,-136.45,-19.74,0.5,145.997,basal3_0122,5.9005338741507
313,119.89,-136.45,-19.74,0.5,145.997,124.13,-145.31,-20.4,0.5,155.842,basal3_0122,9.84442989715505
314,11.24,-17.3,-3.99,1.5,0,13.73,-24.47,-5.46,1,7.7311,basal3_02,7.73109953370153
315,13.73,-24.47,-5.46,1,7.7311,16.46,-28.12,-6.45,1,12.3954,basal3_02,4.66427915116581
316,16.46,-28.12,-6.45,1,12.3954,22.22,-41.1,-7.98,1,26.6782,basal3_02,14.2828183493315
317,22.22,-41.1,-7.98,1,0,30.69,-53.12,-8.16,1,14.7056,basal3_021,14.7055669730888
318,30.69,-53.12,-8.16,1,14.7056,36.59,-63.07,-8.22,1,26.2735,basal3_021,11.567890905433
319,36.59,-63.07,-8.22,1,26.2735,41.75,-71.83,-10.59,1,36.7128,basal3_021,10.4393534282541
320,41.75,-71.83,-10.59,1,36.7128,45.78,-78.82,-11.97,1,44.8985,basal3_021,8.18568262272609
321,45.78,-78.82,-11.97,1,44.8985,57.09,-86.85,-8.55,1,59.1846,basal3_021,14.2861261369204
322,57.09,-86.85,-8.55,1,59.1846,65.13,-96.23,-7.08,1,71.626,basal3_021,12.4413383524442
323,65.13,-96.23,-7.08,1,71.626,72.84,-107.07,-5.16,1,85.0661,basal3_021,13.4400930056306
324,72.84,-107.07,-5.16,1,0,70.06,-113.12,-37.71,0.5,33.224,basal3_0211,33.2239883216931
325,70.06,-113.12,-37.71,0.5,33.224,70.08,-117.72,-44.73,0.5,41.6169,basal3_0211,8.39290176279932
326,70.08,-117.72,-44.73,0.5,41.6169,68.83,-123.59,-49.17,0.5,49.0823,basal3_0211,7.46545377053532
327,68.83,-123.59,-49.17,0.5,49.0823,70.31,-133.11,-47.79,0.5,58.815,basal3_0211,9.73268719316511
328,70.31,-133.11,-47.79,0.5,58.815,72.8,-140.28,-48.81,0.5,66.4733,basal3_0211,7.65828962628078
329,72.8,-140.28,-48.81,0.5,66.4733,74.67,-143.24,-54.63,0.5,73.2653,basal3_0211,6.79197320371629
330,74.67,-143.24,-54.63,0.5,73.2653,76.65,-152.86,-58.95,0.5,83.995,basal3_0211,10.7297343862744
331,76.65,-152.86,-58.95,0.5,83.995,85.81,-157.98,-61.05,0.5,94.6969,basal3_0211,10.7018689956474
332,85.81,-157.98,-61.05,0.5,94.6969,88.92,-162.88,-65.31,0.5,101.896,basal3_0211,7.19928468668937
333,88.92,-162.88,-65.31,0.5,101.896,91.04,-167.31,-67.17,0.5,107.148,basal3_0211,5.25156167249325
334,72.84,-107.07,-5.16,1,0,77.56,-113.18,-33.57,0.5,29.4404,basal3_0212,29.4404245893296
335,77.56,-113.18,-33.57,0.5,29.4404,82.65,-119.89,-35.85,0.5,38.1657,basal3_0212,8.72528509562868
336,82.65,-119.89,-35.85,0.5,38.1657,86.68,-126.87,-32.25,0.5,46.993,basal3_0212,8.82730423175729
337,86.68,-126.87,-32.25,0.5,46.993,95.39,-135.37,-26.25,0.5,60.5619,basal3_0212,13.5688650962415
338,95.39,-135.37,-26.25,0.5,60.5619,99.58,-143.93,-24.87,0.5,70.1917,basal3_0212,9.62985461987875
339,99.58,-143.93,-24.87,0.5,70.1917,108.95,-154.1,-20.85,0.5,84.5926,basal3_0212,14.4009096934881
340,108.95,-154.1,-20.85,0.5,84.5926,119,-163.39,-25.41,0.5,99.0183,basal3_0212,14.4256784935753
341,119,-163.39,-25.41,0.5,99.0183,124.95,-170.79,-17.01,0.5,111.696,basal3_0212,12.6776377925858
342,124.95,-170.79,-17.01,0.5,111.696,130.52,-177.6,-9.87,0.5,123.026,basal3_0212,11.3305163165674
343,130.52,-177.6,-9.87,0.5,123.026,132.02,-179.96,-6.63,0.5,127.306,basal3_0212,4.27985981078821
344,132.02,-179.96,-6.63,0.5,0,133.32,-183.3,-6.15,0.5,3.61607,basal3_02121,3.61607522045656
345,133.32,-183.3,-6.15,0.5,3.61607,136.59,-189.11,-5.37,0.5,10.3285,basal3_02121,6.71248091244959
346,136.59,-189.11,-5.37,0.5,10.3285,141.92,-199.45,-5.37,0.5,21.9614,basal3_02121,11.6329059138291
347,132.02,-179.96,-6.63,0.5,0,140.55,-182.28,-8.61,0.5,9.0589,basal3_02122,9.05890169943355
348,140.55,-182.28,-8.61,0.5,9.0589,146.1,-184.49,-8.67,0.5,15.033,basal3_02122,5.9741275513668
349,22.22,-41.1,-7.98,1,0,17.95,-49.39,-8.79,1,9.36019,basal3_022,9.36018696394468
350,17.95,-49.39,-8.79,1,9.36019,18.31,-57.14,-7.74,1,17.1893,basal3_022,7.82908679221274
351,18.31,-57.14,-7.74,1,17.1893,20.53,-63.23,-4.74,1,24.3319,basal3_022,7.14258356618948
352,20.53,-63.23,-4.74,1,24.3319,17.57,-67.71,-4.02,0.5,29.7495,basal3_022,5.41760094506784
353,17.57,-67.71,-4.02,0.5,29.7495,18.41,-75.56,-3.45,0.5,37.6648,basal3_022,7.91536480523798
354,18.41,-75.56,-3.45,0.5,37.6648,18.66,-83.79,-2.58,0.5,45.9445,basal3_022,8.27963163431804
355,18.66,-83.79,-2.58,0.5,45.9445,20.87,-89.88,-0.36,0.5,52.7929,basal3_022,6.84840127328998
356,20.87,-89.88,-0.36,0.5,52.7929,27.44,-94.35,1.32,0.5,60.9149,basal3_022,8.1220810141244
357,27.44,-94.35,1.32,0.5,60.9149,34.28,-99.89,3.27,0.5,69.9305,basal3_022,9.01552549771782
358,34.28,-99.89,3.27,0.5,69.9305,39.2,-105.03,4.68,0.5,77.184,basal3_022,7.25355774775386
359,39.2,-105.03,4.68,0.5,77.184,40.87,-108.96,5.37,0.5,81.5095,basal3_022,4.32549419141905
360,40.87,-108.96,5.37,0.5,81.5095,48.36,-116.17,8.22,0.5,92.2894,basal3_022,10.7799211499899
361,48.36,-116.17,8.22,0.5,92.2894,58.12,-119.78,11.13,0.5,103.095,basal3_022,10.8054523274132
362,58.12,-119.78,11.13,0.5,103.095,67.66,-124.37,13.35,0.5,113.912,basal3_022,10.8170282425443
363,67.66,-124.37,13.35,0.5,113.912,79.41,-130.44,17.31,0.5,127.717,basal3_022,13.8053974951828
364,79.41,-130.44,17.31,0.5,127.717,81.24,-135.94,18.99,0.5,133.752,basal3_022,6.03500621374991
365,81.24,-135.94,18.99,0.5,133.752,85.66,-141.41,18.27,0.5,140.822,basal3_022,7.0693493335667
366,85.66,-141.41,18.27,0.5,140.822,93.01,-142.41,21.87,0.5,149.067,basal3_022,8.24515008959814
367,93.01,-142.41,21.87,0.5,149.067,97.92,-145.41,25.71,0.5,155.984,basal3_022,6.91763687974441
368,97.92,-145.41,25.71,0.5,155.984,106.74,-154.91,28.95,0.5,169.346,basal3_022,13.3618860944105
369,106.74,-154.91,28.95,0.5,169.346,110.17,-160.91,33.69,0.5,177.727,basal3_022,8.38048327962058
370,110.17,-160.91,33.69,0.5,177.727,116.54,-162.41,39.21,0.5,186.288,basal3_022,8.56138423387247
371,116.54,-162.41,39.21,0.5,186.288,127.33,-159.41,44.43,0.5,198.644,basal3_022,12.3560713821182
372,9.41,-3.89,-3.66,2,0,17.3,-7.42,-3.66,2,8.64367,basal4_0,8.64366820279446
373,17.3,-7.42,-3.66,2,0,24.34,-0.23,-2.49,1,10.1305,basal4_01,10.1304787645994
374,24.34,-0.23,-2.49,1,10.1305,30.55,3.05,-4.14,1,17.3447,basal4_01,7.21422206478287
375,30.55,3.05,-4.14,1,17.3447,35.12,5.66,-7.35,1,23.5092,basal4_01,6.16450322410492
376,35.12,5.66,-7.35,1,23.5092,47.39,9.19,-10.29,1,36.611,basal4_01,13.1018090353966
377,47.39,9.19,-10.29,1,36.611,48.63,10.85,-10.44,0.5,38.6884,basal4_01,2.0774262923146
378,48.63,10.85,-10.44,0.5,38.6884,54.32,16.55,-10.29,0.5,46.7438,basal4_01,8.0553460509155
379,54.32,16.55,-10.29,0.5,46.7438,61.42,23.81,-11.1,0.5,56.9307,basal4_01,10.1869377145441
380,61.42,23.81,-11.1,0.5,56.9307,68.56,30.06,-13.35,0.5,66.6829,basal4_01,9.75215873537752
381,68.56,30.06,-13.35,0.5,66.6829,72.41,32.19,-14.55,0.5,71.2435,basal4_01,4.56063592057072
382,72.41,32.19,-14.55,0.5,0,76.23,35.33,-69.9,0.5,55.5704,basal4_011,55.5704462821741
383,76.23,35.33,-69.9,0.5,55.5704,78.26,43.41,-74.52,0.5,65.0968,basal4_011,9.52636866807074
384,78.26,43.41,-74.52,0.5,65.0968,82.93,48.38,-69.6,0.5,73.5061,basal4_011,8.40929247915662
385,82.93,48.38,-69.6,0.5,73.5061,86.75,50.45,-74.34,0.5,79.9361,basal4_011,6.43
386,86.75,50.45,-74.34,0.5,79.9361,91.99,47.39,-72.72,0.5,86.2167,basal4_011,6.28057322224652
387,91.99,47.39,-72.72,0.5,86.2167,94.75,43.64,-58.38,0.5,101.294,basal4_011,15.0769924056491
388,94.75,43.64,-58.38,0.5,101.294,95.02,36.15,-65.28,0.5,111.481,basal4_011,10.1873941712295
389,95.02,36.15,-65.28,0.5,111.481,94.19,31.62,-74.7,0.5,121.967,basal4_011,10.4855233536529
390,94.19,31.62,-74.7,0.5,121.967,93.9,26.1,-79.8,0.5,129.488,basal4_011,7.52093744156936
391,93.9,26.1,-79.8,0.5,129.488,101.56,17.37,-81.12,0.5,141.176,basal4_011,11.6889221059942
392,101.56,17.37,-81.12,0.5,141.176,107.12,12.56,-75.96,0.5,150.158,basal4_011,8.98194299692445
393,107.12,12.56,-75.96,0.5,150.158,109.75,7.64,-75.96,0.5,155.737,basal4_011,5.57882604138182
394,109.75,7.64,-75.96,0.5,155.737,111.37,3.2,-75.96,0.5,160.464,basal4_011,4.72630934239392
395,111.37,3.2,-75.96,0.5,160.464,115.57,-4.66,-81.9,0.5,171.173,basal4_011,10.7099579831109
396,115.57,-4.66,-81.9,0.5,171.173,118.18,-9.07,-85.68,0.5,177.541,basal4_011,6.36777826247115
397,118.18,-9.07,-85.68,0.5,177.541,120.91,-16.98,-88.92,0.5,186.514,basal4_011,8.97321570007096
398,120.91,-16.98,-88.92,0.5,186.514,122.58,-22.93,-88.92,0.5,192.694,basal4_011,6.17991909332153
399,72.41,32.19,-14.55,0.5,0,77.92,28.89,-68.04,0.5,53.8742,basal4_012,53.874207186742
400,77.92,28.89,-68.04,0.5,53.8742,89.35,24.78,-73.02,0.5,67.0019,basal4_012,13.1277340009615
401,89.35,24.78,-73.02,0.5,67.0019,96.22,24.52,-75.9,0.5,74.4557,basal4_012,7.45378427377665
402,96.22,24.52,-75.9,0.5,74.4557,103.19,21.76,-79.08,0.5,82.5989,basal4_012,8.14315049596899
403,103.19,21.76,-79.08,0.5,82.5989,111.6,19.55,-86.7,0.5,94.1607,basal4_012,11.5618597120014
404,111.6,19.55,-86.7,0.5,94.1607,115.29,12.18,-94.14,0.5,105.264,basal4_012,11.1034499143284
405,115.29,12.18,-94.14,0.5,105.264,121.4,5.89,-101.28,0.5,116.572,basal4_012,11.3082182504584
406,17.3,-7.42,-3.66,2,0,21.95,-11.48,-0.9,1.5,6.76193,basal4_02,6.76193019780595
407,21.95,-11.48,-0.9,1.5,6.76193,25.78,-12.29,-0.9,1.5,10.6766,basal4_02,3.91471582621268
408,25.78,-12.29,-0.9,1.5,0,28.93,-13.98,-0.84,1.5,3.57522,basal4_021,3.57522027293424
409,28.93,-13.98,-0.84,1.5,0,39.32,-14.66,-40.02,1,40.5399,basal4_0211,40.539942032519
410,39.32,-14.66,-40.02,1,40.5399,49.96,-16.41,-37.62,1,51.5868,basal4_0211,11.0468140203409
411,49.96,-16.41,-37.62,1,51.5868,63.91,-16.82,-37.74,1,65.5433,basal4_0211,13.9565396857531
412,63.91,-16.82,-37.74,1,65.5433,73.71,-17.88,-38.76,1,75.4531,basal4_0211,9.90979313608513
413,73.71,-17.88,-38.76,1,75.4531,81.01,-18.92,-38.82,1,82.827,basal4_0211,7.37395416313393
414,81.01,-18.92,-38.82,1,0,91.56,-21.16,-39.36,1,10.7987,basal4_02111,10.7986897353336
415,91.56,-21.16,-39.36,1,10.7987,95.18,-22.95,-40.68,1,15.0473,basal4_02111,4.24863507493878
416,95.18,-22.95,-40.68,1,15.0473,96,-26.19,-39.9,1,18.4793,basal4_02111,3.43196736581221
417,96,-26.19,-39.9,1,18.4793,99.46,-26.42,-39.9,1,21.9469,basal4_02111,3.46763608240541
418,99.46,-26.42,-39.9,1,21.9469,102.58,-23.5,-39.9,1,26.2202,basal4_02111,4.2732657300945
419,102.58,-23.5,-39.9,1,26.2202,105.4,-22.06,-36.96,1,30.541,basal4_02111,4.32083325297332
420,105.4,-22.06,-36.96,1,30.541,111.36,-22.3,-36.96,1,36.5059,basal4_02111,5.96483025743398
421,111.36,-22.3,-36.96,1,36.5059,117.9,-22.16,-37.92,0.5,43.1174,basal4_02111,6.61156562396533
422,117.9,-22.16,-37.92,0.5,43.1174,119.99,-24.14,-37.92,0.5,45.9964,basal4_02111,2.87897551222652
423,119.99,-24.14,-37.92,0.5,45.9964,122.9,-22.2,-37.92,0.5,49.4938,basal4_02111,3.49738473720008
424,122.9,-22.2,-37.92,0.5,49.4938,132.54,-21.69,-34.92,0.5,59.6027,basal4_02111,10.1088921252529
425,132.54,-21.69,-34.92,0.5,59.6027,141.73,-18.53,-34.92,0.5,69.3208,basal4_02111,9.71811195654794
426,141.73,-18.53,-34.92,0.5,69.3208,151.9,-19.5,-30.18,0.5,80.583,basal4_02111,11.262211150569
427,81.01,-18.92,-38.82,1,0,86.95,-26.31,-35.28,0.5,10.1206,basal4_02112,10.1206373317099
428,86.95,-26.31,-35.28,0.5,10.1206,89.41,-28.88,-32.7,0.5,14.5153,basal4_02112,4.394644467986
429,89.41,-28.88,-32.7,0.5,14.5153,106.68,-32.55,-30.3,0.5,32.3333,basal4_02112,17.8180189695712
430,28.93,-13.98,-0.84,1.5,0,35.13,-17.86,-41.82,1,41.6276,basal4_0212,41.6275725931743
431,35.13,-17.86,-41.82,1,41.6276,37.05,-18.26,-41.82,1,43.5888,basal4_0212,1.961224107541
432,37.05,-18.26,-41.82,1,0,42.32,-19.38,-44.88,1,6.19604,basal4_02121,6.19603905733332
433,42.32,-19.38,-44.88,1,6.19604,48.47,-25.8,-49.8,1,16.357,basal4_02121,10.1609694419381
434,48.47,-25.8,-49.8,1,16.357,54.36,-31.14,-54.6,1,25.644,basal4_02121,9.28696398184035
435,54.36,-31.14,-54.6,1,25.644,57.63,-36.95,-52.62,1,32.5988,basal4_02121,6.95481128428371
436,57.63,-36.95,-52.62,1,32.5988,60.2,-39.03,-52.62,1,35.905,basal4_02121,3.30625165406386
437,60.2,-39.03,-52.62,1,0,62.28,-41.01,-46.32,1,6.92364,basal4_021211,6.92364066080844
438,62.28,-41.01,-46.32,1,6.92364,63.95,-44.94,-50.34,0.5,12.7883,basal4_021211,5.86465685270673
439,63.95,-44.94,-50.34,0.5,12.7883,65.2,-50.83,-50.64,0.5,18.8169,basal4_021211,6.02864827303766
440,65.2,-50.83,-50.64,0.5,18.8169,73.53,-54.13,-55.56,0.5,29.0388,basal4_021211,10.2218051243408
441,73.53,-54.13,-55.56,0.5,29.0388,86.63,-58.45,-59.52,0.5,43.3899,basal4_021211,14.3510975190053
442,86.63,-58.45,-59.52,0.5,43.3899,94.57,-61.16,-51.54,0.5,54.9686,basal4_021211,11.5787780011537
443,94.57,-61.16,-51.54,0.5,54.9686,103.17,-65.54,-47.28,0.5,65.5181,basal4_021211,10.5495023579314
444,103.17,-65.54,-47.28,0.5,65.5181,109.11,-72.94,-45.3,0.5,75.2116,basal4_021211,9.69350297879976
445,109.11,-72.94,-45.3,0.5,75.2116,118.21,-82.03,-49.56,0.5,88.761,basal4_021211,13.549380059619
446,118.21,-82.03,-49.56,0.5,88.761,120.9,-84.23,-42.96,0.5,96.22,basal4_021211,7.45896105365889
447,120.9,-84.23,-42.96,0.5,96.22,124.89,-86.09,-45.66,0.5,101.384,basal4_021211,5.16427148782865
448,124.89,-86.09,-45.66,0.5,101.384,131.8,-87.35,-45.66,0.5,108.408,basal4_021211,7.02393764209223
449,131.8,-87.35,-45.66,0.5,108.408,134.37,-90.76,-45.66,0.5,112.678,basal4_021211,4.27001170958582
450,134.37,-90.76,-45.66,0.5,112.678,137.91,-93.64,-44.4,0.5,117.413,basal4_021211,4.73430037069892
451,137.91,-93.64,-44.4,0.5,117.413,141.55,-99.52,-46.5,0.5,124.64,basal4_021211,7.22730931951858
452,141.55,-99.52,-46.5,0.5,124.64,146.11,-103.86,-46.5,0.5,130.935,basal4_021211,6.29517275378524
453,60.2,-39.03,-52.62,1,0,67.45,-54.37,-0.84,1,54.489,basal4_021212,54.4889575969297
454,67.45,-54.37,-0.84,1,54.489,74.2,-60.41,-10.5,1,67.7313,basal4_021212,13.2423449585034
455,74.2,-60.41,-10.5,1,67.7313,81.95,-68.7,-3.72,1,80.9508,basal4_021212,13.2194931824182
456,81.95,-68.7,-3.72,1,80.9508,93.93,-78.4,-0.54,1,96.69,basal4_021212,15.739212178505
457,93.93,-78.4,-0.54,1,96.69,104.39,-85.74,-3.78,1,109.873,basal4_021212,13.1827462996145
458,104.39,-85.74,-3.78,1,109.873,114.48,-92.48,-8.82,1,123.012,basal4_021212,13.1391514185658
459,114.48,-92.48,-8.82,1,123.012,126.12,-99.05,-6.3,1,136.614,basal4_021212,13.6016506351251
460,126.12,-99.05,-6.3,1,136.614,134.5,-104.41,-0.06,1,148.356,basal4_021212,11.7427254076726
461,134.5,-104.41,-0.06,1,148.356,141.03,-111.42,4.92,1,159.154,basal4_021212,10.7972866962029
462,37.05,-18.26,-41.82,1,0,35.13,-29.61,6.72,0.5,49.8863,basal4_02122,49.8862756677626
463,35.13,-29.61,6.72,0.5,49.8863,36.22,-33.93,11.58,0.5,56.4795,basal4_02122,6.59318587634233
464,36.22,-33.93,11.58,0.5,56.4795,45.49,-37.44,18.12,0.5,68.3548,basal4_02122,11.8753778887242
465,45.49,-37.44,18.12,0.5,68.3548,49.57,-41.88,23.64,0.5,76.5298,basal4_02122,8.17498623852053
466,49.57,-41.88,23.64,0.5,76.5298,54.8,-53.26,-23.34,1.5,125.151,basal4_02122,48.6207537991751
467,54.8,-53.26,-23.34,1.5,125.151,62.83,-65.45,33.36,0.5,183.699,basal4_02122,58.548842857908
468,62.83,-65.45,33.36,0.5,183.699,62.2,-70.13,33.9,0.5,188.452,basal4_02122,4.75298853354391
